qml_fajl	felirat	kategoria	indok	hivatalos_kulcs	hivatalos_en
PicasaPy/DedupDialog.qml	Scan for Duplicates	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	Search in:	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	Searching the whole library reads every picture — with tens 	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	Searching...	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	Select at least two pictures in the grid, or pick another scope.	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	Selected pictures (none)	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	This folder and its subfolders	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DedupDialog.qml	Whole library	sajat-funkcio	A Duplikátum-kereső párbeszéd (#287) az eredeti Picasa 3.9-ben nem létezik önálló ablakként: a docs/decisions/vedett-sajat-funkciok.md kifejezetten saját funkcióNAK sorolja fel — az eredetiben a másodpéldány-kezelés két MÁS mechanizmus (importáláskori AcquireDupeCheckThread és a keresősáv dupesearch módja), önálló kereső-dialógus nincs.		
PicasaPy/DocumentTabStrip.qml	The current collage contains unsaved changes.\n\n	mero-vakfolt	"Tördelés: összefűzött szöveg töredéke; a teljes magyar betűre egyezik a hivatalossal, csak az idézőjel alakja más („Kollázsok” ↔ ""Kollázsok"")."	CCollageUI::ConfirmCloseMsg	The current collage has unsaved changes.\n\nWould you like to save these changes before closing the tab, or discard them?  (Note: Drafts will be saved in the \&quot;Collages\&quot; album).\n\nPress Cancel to keep the tab open.
PicasaPy/EditOverwriteDialog.qml	Another program changed these pictures and removed the edits you made here:	sajat-funkcio	A #643 kétirányú .picasa.ini szinkron/round-trip kezelése — amit a docs/decisions/vedett-sajat-funkciok.md saját funkcióNAK sorol fel ('amíg a kétirányú átjárás nincs meg, a Picasa írása nyer') — ehhez a saját mechanizmushoz tartozó figyelmeztető párbeszéd; az eredetiben nincs ilyen konfliktus-értesítés.		
PicasaPy/EditOverwriteDialog.qml	Edits overwritten by another program	sajat-funkcio	A #643 kétirányú .picasa.ini szinkron/round-trip kezelése — amit a docs/decisions/vedett-sajat-funkciok.md saját funkcióNAK sorol fel ('amíg a kétirányú átjárás nincs meg, a Picasa írása nyer') — ehhez a saját mechanizmushoz tartozó figyelmeztető párbeszéd; az eredetiben nincs ilyen konfliktus-értesítés.		
PicasaPy/EditOverwriteDialog.qml	Restore edits	sajat-funkcio	A #643 kétirányú .picasa.ini szinkron/round-trip kezelése — amit a docs/decisions/vedett-sajat-funkciok.md saját funkcióNAK sorol fel ('amíg a kétirányú átjárás nincs meg, a Picasa írása nyer') — ehhez a saját mechanizmushoz tartozó figyelmeztető párbeszéd; az eredetiben nincs ilyen konfliktus-értesítés.		
PicasaPy/EditOverwriteDialog.qml	While the same folder is open in Picasa, its changes overwrite the edits made here. Restoring writes your edits back.	sajat-funkcio	A #643 kétirányú .picasa.ini szinkron/round-trip kezelése — amit a docs/decisions/vedett-sajat-funkciok.md saját funkcióNAK sorol fel ('amíg a kétirányú átjárás nincs meg, a Picasa írása nyer') — ehhez a saját mechanizmushoz tartozó figyelmeztető párbeszéd; az eredetiben nincs ilyen konfliktus-értesítés.		
PicasaPy/EditorCropPanel.qml	Delete this custom aspect ratio?	segedszoveg	"Egyéni méretarány törlése előtti MEGERŐSÍTŐ KÉRDÉS; a leltárakban csak a törlés-gomb buboréksúgója van meg (`editpanel/crop_delete_custom`, ""Törli az aktuális méretarányt"" — állítás, nem kérdés), önálló megerősítő párbeszédre nincs bizonyíték az eredetiben."		
PicasaPy/EditorCropPanel.qml	Select a dimension below and then click and drag on the 	mero-vakfolt	A magyar szövegünk betűre egyezik az editpanel/croptext hivatalos magyarjával.	editpanel/croptext	Select a dimension below and then click and drag on the image to select the portion of the image you wish to crop.
PicasaPy/EditorCropPanel.qml	Suggested crops	segedszoveg	A vágás-javaslatok CSOPORT-CÍMKÉJE. A javaslat-funkció maga eredeti (a render/crop_suggest.py szerint a bináris három stratégia-nevet őriz), de erre a szervező feliratra sehol nincs találat — feltehetően a mi saját, a gombcsoportot bevezető szövegünk.		
PicasaPy/EditorCropPanel.qml	This image's orientation has been modified by the 	elteres	Ugyanaz a figyelmeztetés, de nálunk rövidítve, összevonva. Hivatalos magyar: „A kép irányát megváltoztatta a „Kiegyenesítés” eszközzel, ami pontatlanságokat okozhat a vágás alkalmazásakor.\nHa nem sikerül a kép vágása, vonja vissza a „Kiegyenesítés” eszközzel végzett javítást, majd ismételje meg a vágást és - ha szükséges - a kiegyenesítést.” — nálunk: „A kép tájolását a Kiegyenesítés eszköz módosította, ezért a vágás pontatlan lehet… próbálja meg visszavonni a Kiegyenesítés javítást, végezze el a vágást, majd szükség esetén alkalmazza újra a Kiegyenesítést.”.	IDS_WARN_CROP_ACCURACY	This image's orientation has been modified by the Straighten tool and might not crop accurately.\nIf you encounter difficulty cropping this image, try undoing the Straighten fix, then recrop, and Straighten again if necessary.
PicasaPy/EditorCropPanel.qml	Top left	segedszoveg	"A gyorsvágás gombjának felirata. A QML megjegyzése szerint ez a ""Picasa három bélyegképe"" — vagyis az eredetiben ez vizuálisan, KÉPI bélyegképként jelent meg, szöveg nélkül; a mi szöveges felirat a hozzáférhetőségi/leíró név, amit az eredeti ikonhoz adtunk."		
PicasaPy/EditorDialogs.qml	Due to a disk error. The disk may be full or read-only.	segedszoveg	A #643 round-trip őr saját elutasító üzenete (kód-komment: 'Az üzenet a kivételből jön, és önmagában teljes'), nem az eredeti általános lemezhiba-eset szövege.		
PicasaPy/EditorDialogs.qml	The automatic copy is not available yet. To edit this 	segedszoveg	A kód-komment kifejezetten kimondja: 'A második a MIÉNK, és azért kell, mert a mappa-másolás még nincs megvalósítva' — saját kiegészítő magyarázat egy funkcióhiányra.		
PicasaPy/EditorDialogs.qml	This file is read only. In order to edit this file, 	elteres	CSAK-FORDÍTÁS: az angol forrás tartalmilag azonos (csak tördelés/záró kérdés különbözik), de a magyar fordításunk eltér. Hivatalos magyar: „A fájl írásvédett; szerkesztéséhez a Picasának másolatot kell készítenie a fájl mappájáról. Szeretne most másolatot készíteni?” — nálunk: „Ez a fájl csak olvasható. A szerkesztéshez a Picasának le kellene másolnia a fájl mappáját. Szeretné, ha most készítenénk egy másolatot?”.	CThumbUI::ReadOnlyPrompt	This file is read only. In order to edit this file, Picasa needs to copy the file's folder. Would you like to make a copy now?
PicasaPy/EditorFinetunePanel.qml	One-click color fix	mero-vakfolt	A magyar szövegünk betűre egyezik az editpanel/magic_color hivatalos magyarjával.	editpanel/magic_color	One-click fix for color
PicasaPy/EditorFinetunePanel.qml	One-click lighting fix	mero-vakfolt	A magyar szövegünk betűre egyezik az editpanel/magic_lighting hivatalos magyarjával.	editpanel/magic_lighting	One-click fix for lighting
PicasaPy/EditorFinetunePanel.qml	Pick a neutral gray or white area of the photo to	mero-vakfolt	A magyar szövegünk betűre egyezik az editpanel/droppertoggle hivatalos magyarjával.	editpanel/droppertoggle	Allows you to pick a neutral gray or white part of the Photo to remove color cast
PicasaPy/EditorLegacyTab.qml	Picasa can read this filter from an old .picasa.ini, but its exact pixel operation has not been decoded yet, so it cannot be applied.	sajat-funkcio	A 'Regi effektek' ful (#571) sajat funkcio - egy konkret, meg nem dekodolt regi szuro magyarazata.		
PicasaPy/EditorLegacyTab.qml	These filters come from older Picasa versions.	sajat-funkcio	A 'Regi effektek' ful (#571) sajat funkcio: a motor ismer olyan szureket, amiket a Picasa 3.9 felulete sosem mutatott meg - ez a fejlec-magyarazat a mi hozzaadott fulunkhoz tartozik.		
PicasaPy/EditorLegacyTab.qml	This name is a leftover from an old configuration. Picasa 3.9 has no processor for it either, so it cannot be applied.	sajat-funkcio	A 'Regi effektek' ful (#571) sajat funkcio - egy konkret nem-alkalmazhato regi szuro magyarazata.		
PicasaPy/EditorLegacyTab.qml	Today's Picasa only recognises them inside your old edits.	sajat-funkcio	A 'Regi effektek' ful (#571) sajat funkcio - magyarazo szoveg ugyanahhoz a fulhoz.		
PicasaPy/EditorPanel.qml	Close crop to faces	segedszoveg	A vágás-javaslat gombok maguk megvannak az eredetiben is (ui-leltar.csv: editpanel/cropsug1, cropsug2, cropsug3 — 3 db, előnézeti bélyegképpel), de FELIRAT NÉLKÜL: a felirat- és buborék-mező mindháromnál üres. Az eredeti tehát nem ír ki szöveget ehhez a helyzethez, csak ikonos előnézetet mutat — a mi 5 elnevezett stratégiánk (a 3 helyett) saját szöveges kiegészítés.		
PicasaPy/EditorPanel.qml	Compose around faces	segedszoveg	A vágás-javaslat gombok maguk megvannak az eredetiben is (ui-leltar.csv: editpanel/cropsug1, cropsug2, cropsug3 — 3 db, előnézeti bélyegképpel), de FELIRAT NÉLKÜL: a felirat- és buborék-mező mindháromnál üres. Az eredeti tehát nem ír ki szöveget ehhez a helyzethez, csak ikonos előnézetet mutat — a mi 5 elnevezett stratégiánk (a 3 helyett) saját szöveges kiegészítés.		
PicasaPy/EditorPanel.qml	Crop by color	segedszoveg	A vágás-javaslat gombok maguk megvannak az eredetiben is (ui-leltar.csv: editpanel/cropsug1, cropsug2, cropsug3 — 3 db, előnézeti bélyegképpel), de FELIRAT NÉLKÜL: a felirat- és buborék-mező mindháromnál üres. Az eredeti tehát nem ír ki szöveget ehhez a helyzethez, csak ikonos előnézetet mutat — a mi 5 elnevezett stratégiánk (a 3 helyett) saját szöveges kiegészítés.		
PicasaPy/EditorPanel.qml	Crop by detail	segedszoveg	A vágás-javaslat gombok maguk megvannak az eredetiben is (ui-leltar.csv: editpanel/cropsug1, cropsug2, cropsug3 — 3 db, előnézeti bélyegképpel), de FELIRAT NÉLKÜL: a felirat- és buborék-mező mindháromnál üres. Az eredeti tehát nem ír ki szöveget ehhez a helyzethez, csak ikonos előnézetet mutat — a mi 5 elnevezett stratégiánk (a 3 helyett) saját szöveges kiegészítés.		
PicasaPy/EditorPanel.qml	Crop by horizon	segedszoveg	A vágás-javaslat gombok maguk megvannak az eredetiben is (ui-leltar.csv: editpanel/cropsug1, cropsug2, cropsug3 — 3 db, előnézeti bélyegképpel), de FELIRAT NÉLKÜL: a felirat- és buborék-mező mindháromnál üres. Az eredeti tehát nem ír ki szöveget ehhez a helyzethez, csak ikonos előnézetet mutat — a mi 5 elnevezett stratégiánk (a 3 helyett) saját szöveges kiegészítés.		
PicasaPy/EditorParamPanel.qml	Block Size	sajat-funkcio	Effekt-parameter felirat, amit jelenleg egyetlen bekototott effekt sem hasznal (effect_params.py-ban nem szerepel) - a Regi effektek fulnak (#571) fenntartott forditasi kulcs.		
PicasaPy/EditorParamPanel.qml	Blur Radius	segedszoveg	A Pencil Sketch szuro elmosas-parametere; az eredeti filter_PencilSketch bejegyzesnek nincs parameter-felirata (csak nev+tooltip) - az eredetiben ez a szuro egy kattintasos, allithato parameter nelkul.		
PicasaPy/EditorParamPanel.qml	Center X	segedszoveg	Effekt-parameter felirat (kozeppont X koordinataja); az erintett eredeti szurok (Soft Focus/Focal B&W/Soften) parameterlistajaban NINCS ilyen vezerlo - a helyzet (kozeppont kezi allitasa) az eredetiben nem all elo.		
PicasaPy/EditorParamPanel.qml	Center Y	segedszoveg	Effekt-parameter felirat (kozeppont Y koordinataja); ugyanaz az indoklas mint a Center X-nel.		
PicasaPy/EditorParamPanel.qml	Color Mix	segedszoveg	A Pencil Sketch szuro szinkeveres-parametere; ugyanaz az indoklas mint a Blur Radius-nal.		
PicasaPy/EditorParamPanel.qml	Edge Strength	segedszoveg	A Neon szuro elszogesseg-parametere; az eredeti filter_Neon bejegyzesnek nincs parameter-felirata (egy kattintasos szuro).		
PicasaPy/EditorParamPanel.qml	Gradient	elteres	Ugyanaz a csúszka (Színátmenet effekt, dir_tint 3. paramétere). Hivatalos: „Lágy perem” → nálunk: „Átmenet”.	filter_dir_tint_label1	Feather
PicasaPy/EditorParamPanel.qml	Inner Radius	sajat-funkcio	Effekt-parameter felirat, amit jelenleg egyetlen bekototott effekt sem hasznal (effect_params.py-ban nem szerepel) - csak a Regi effektek fulon (#571) meg nem drotozott szureknek fenntartott, elore felsorolt forditasi kulcs.		
PicasaPy/EditorParamPanel.qml	Line Position	sajat-funkcio	Effekt-parameter felirat, amit jelenleg egyetlen bekototott effekt sem hasznal (effect_params.py-ban nem szerepel) - a Regi effektek fulnak (#571) fenntartott forditasi kulcs.		
PicasaPy/EditorParamPanel.qml	Preserve Color	elteres	Ugyanaz a csúszka (Árnyalás effekt). Hivatalos: „Színek megőrzése” → nálunk: „Szín megőrzése”.	filter_tint_label1	Color Preservation
PicasaPy/EditorParamPanel.qml	Smoothness	segedszoveg	A Comicize szuro simasag-parametere; az eredeti filter_Comicize bejegyzesnek nincs parameter-felirata (egy kattintasos szuro).		
PicasaPy/EditorParamPanel.qml	Width	sajat-funkcio	Effekt-parameter felirat, amit jelenleg egyetlen bekototott effekt sem hasznal (effect_params.py-ban nem szerepel) - a Regi effektek fulnak (#571) fenntartott forditasi kulcs.		
PicasaPy/EditorRedeyePanel.qml	Click, hold, and drag the mouse around each eye separately 	mero-vakfolt	A magyar szövegünk betűre egyezik a vörösszem-panel editpanel/redeyetext hivatalos magyarjával (az angol is azonos).	editpanel/redeyetext	Click, hold, and drag the mouse around each eye separately to select it. A selection box appears over the area.  Release the mouse to complete your selection. The Photo is displayed with the red-eye removed.
PicasaPy/EditorRedeyePanel.qml	No red eye was found automatically.	segedszoveg	Automatikusan nem talált vörösszemet állapotüzenet; a hivatalos RedEye::* üzenetek csak a TALÁLT esetre adnak szöveget, a nem-talált állapotra nincs hivatalos megfelelő — ez a mi saját státuszjelzésünk.		
PicasaPy/EditorRedeyePanel.qml	Note: click inside the box to undo the change.	mero-vakfolt	A magyar szövegünk betűre egyezik a RedEye::DragToSelectMessage „Megjegyzés” mondatával; csak az angol saját fogalmazás.	RedEye::DragToSelectMessage	Click, hold, and drag the mouse around each eye separately to select it. A selection box appears over the area.  Release the mouse to complete your selection. The Photo is displayed with the red-eye removed.\nNote: You can click on a box to delete a change.
PicasaPy/EditorRedeyePanel.qml	Picasa has found and corrected red eye(s).	elteres	CSAK-FORDÍTÁS: az angol forrás tartalmilag azonos (csak tördelés/záró kérdés különbözik), de a magyar fordításunk eltér. Hivatalos magyar: „A Picasa vörösszem-effektusokat talált a képen, és kijavította őket.\n\nMegjegyzés: a keretbe kattintva visszavonhatja a változást.\n\nA Picasa által esetleg figyelmen kívül hagyott vörösszemeket manuálisan kijelölheti és kijavíthatja.” — nálunk: „A vörösszem-hatás megtalálva és javítva.”.	RedEye::AutoFixedMessage	Picasa has found and corrected red eye(s).\n\nNote: You can click on a box to delete a change.\n\nYou can also draw a square around any red eye that Picasa may have missed.
PicasaPy/EditorRetouchPanel.qml	Click to select the area to fix. Then, move the mouse to 	segedszoveg	A retusáló eszköz saját, hosszú használati útmutatója; nincs megfelelője a forrásokban.		
PicasaPy/EditorRetouchPanel.qml	Refining…	segedszoveg	Átmeneti állapotjelző felirat ('Refining…') a retusálás véglegesítése közben; nincs megfelelője a forrásokban.		
PicasaPy/EditorTabBar.qml	Common Fixes	segedszoveg	Az 1. (eredeti) effekt-ful LATHATO felirata; az eredeti tab1 elem (editpanel/tab1) csak ikon+buboreksugo, latszo szoveges cimke nelkul - hozzaferhetosegi/latszo nev, amit mi adtunk hozza.		
PicasaPy/EditorTabBar.qml	Creative	segedszoveg	A 4. (eredeti) effekt-ful lathato felirata; az eredeti tab4 elem csak ikon+buboreksugo, lathato cimke nelkul.		
PicasaPy/EditorTabBar.qml	Effects	segedszoveg	A 3. (eredeti) effekt-ful lathato felirata; az eredeti tab3 elem csak ikon+buboreksugo, lathato cimke nelkul.		
PicasaPy/EditorTabBar.qml	Filters left in the Picasa engine but not on its surface	sajat-funkcio	A 'Regi effektek' ful (#571) leirasa - sajat funkcio, lasd elozo sor.		
PicasaPy/EditorTabBar.qml	Fine Tuning	segedszoveg	A 2. (eredeti) effekt-ful lathato felirata; az eredeti tab2 elem csak ikon+buboreksugo, lathato cimke nelkul.		
PicasaPy/EditorTabBar.qml	Glimmer effects beyond the three known tabs	sajat-funkcio	A '6. ful' (#422) leirasa - sajat funkcio, lasd elozo sor.		
PicasaPy/EditorTabBar.qml	Legacy Effects	sajat-funkcio	A 'Regi effektek' ful (#571) sajat funkcio.		
PicasaPy/EditorTabBar.qml	More Effects	sajat-funkcio	A '6. ful' ('Tovabbi effektek', #422) sajat funkcio: olyan Glimmer-effektek, amik nem szerepelnek a 3-5. fulon.		
PicasaPy/EditorTextPanel.qml	Align center	elteres	Ugyanannak az igazítógombnak a buboréksúgója, más fogalmazás. Hivatalos magyar: „Szöveg középre igazítása” — nálunk: „Középre igazítás”.	edittextpanel/centeralign	Center justify text
PicasaPy/EditorTextPanel.qml	Align left	elteres	Ugyanannak az igazítógombnak a buboréksúgója, más fogalmazás. Hivatalos magyar: „Szöveg balra igazítása” — nálunk: „Balra igazítás”.	edittextpanel/leftalign	Left justify text
PicasaPy/EditorTextPanel.qml	Align right	elteres	Ugyanannak az igazítógombnak a buboréksúgója, más fogalmazás. Hivatalos magyar: „Szöveg jobbra igazítása” — nálunk: „Jobbra igazítás”.	edittextpanel/rightalign	Right justify text
PicasaPy/EditorTextPanel.qml	B	segedszoveg	"A Félkövér kapcsológomb egybetűs felirata (""B""); az eredetiben ez feltehetően ikonos gomb volt (a tooltip ""Félkövér""/Bold külön mért), a szöveges ""B"" a mi saját, ikont helyettesítő hozzáférhetőségi feliratunk."		
PicasaPy/EditorTextPanel.qml	I	segedszoveg	"A Dőlt kapcsológomb egybetűs felirata (""I""); ugyanaz az indoklás, mint a ""B""-nél — saját, ikont helyettesítő felirat."		
PicasaPy/EditorTextPanel.qml	Outline color	segedszoveg	A körvonalszín-választó megvan, de az eredeti szövegpanel teljes angol és magyar leltárában (edittextpanel/*) nincs ilyen felirat.		
PicasaPy/EditorTextPanel.qml	Outline thickness	segedszoveg	A körvonal-csúszka megvan, de az eredeti szövegpanel teljes angol és magyar leltárában (edittextpanel/*) nincs ilyen felirat.		
PicasaPy/EditorTextPanel.qml	Type your text, then click on the photo to place it.	segedszoveg	"A szövegeszköz saját, panel-szintű használati útmutatója. Az eredetiben más mechanizmus felel meg ennek: az EditText::GhostText (""Type anywhere to add text"") egy a KÉPRE rajzolt ""szellem-szöveg"", amit a kódunk nem valósít meg — más szerepű vezérlő, nem ugyanaz a helyzet, ezért a mi külön magyarázó szövegünk saját súgó."		
PicasaPy/EditorTextPanel.qml	U	segedszoveg	"Az Aláhúzás kapcsológomb egybetűs felirata (""U""); ugyanaz az indoklás, mint a ""B""-nél — saját, ikont helyettesítő felirat."		
PicasaPy/EmailChoiceDialog.qml	Remember this choice and do not ask again	elteres	Ugyanaz a jelölőnégyzet a levelezés-választó párbeszédben (choose_mail; a kódkomment is ezt nevezi meg). Hivatalos: „Jegyezze meg ezt a beállítást, ne jelenítse meg a párbeszédpanelt újra.” → nálunk: „Jegyezze meg ezt a beállítást, és ne kérdezze meg újra”.	choose_mail/remember	Remember this setting, don't display this dialog again.
PicasaPy/EmailChoiceDialog.qml	Send pictures by email	segedszoveg	A fájl saját megjegyzése szerint (#1798) ez egy leegyszerűsített párbeszéd: az eredeti `choose_mail` két úttal (levelezőprogram / Google Mail) kérdez, itt viszont csak az élő út (alapértelmezett levelezőprogram) marad, mert a Gmail-ág linuxon nem építhető fel. A cím emiatt saját, a leegyszerűsített helyzetre írt szöveg.		
PicasaPy/EmailChoiceDialog.qml	The pictures will be attached to a new message in 	segedszoveg	"A leegyszerűsített, egyutas párbeszéd magyarázó sora — az eredeti `choose_mail` két lehetőség közül választat (""Válassza ki, hogyan szeretné e-mailben elküldeni fotóit.""), nálunk viszont csak tájékoztat az egyetlen útról; más a helyzet, saját szöveg."		
PicasaPy/ExportDialogs.qml	Add numbers to file names to preserve order	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/addnumbers.title	Add numbers to file names to preserve order
PicasaPy/ExportDialogs.qml	Add watermark	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/usewatermark.title	Add watermark
PicasaPy/ExportDialogs.qml	Browse...	mero-vakfolt	A mi magyarunk a hivatalossal egyezik, csak …/... eltérés („Tallózás…”).	export/changeloc.title	Browse...
PicasaPy/ExportDialogs.qml	Export location:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/labelgroup2.title	Export location:
PicasaPy/ExportDialogs.qml	Export movies using:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/labelgroup35.title	Export movies using:
PicasaPy/ExportDialogs.qml	Export to Folder	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/window1.title	Export to Folder
PicasaPy/ExportDialogs.qml	First frame	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/radio37.title	First frame
PicasaPy/ExportDialogs.qml	Full movie (no resizing)	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/radio38.title	Full movie (no resizing)
PicasaPy/ExportDialogs.qml	Good balance of quality and size	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/label31.title	Good balance of quality and size
PicasaPy/ExportDialogs.qml	Image quality:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/labelgroup20.title	Image quality:
PicasaPy/ExportDialogs.qml	Maximum	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/item25.title	Maximum
PicasaPy/ExportDialogs.qml	Minimum	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/item26.title	Minimum
PicasaPy/ExportDialogs.qml	Name of exported folder:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/labelgroup6.title	Name of exported folder:
PicasaPy/ExportDialogs.qml	None of the selected pictures has a location, so no Google Earth file was written.	segedszoveg	"Egyik kijelölt képnek sincs helyadata, ezért nem készült Google Earth-fájl állapotüzenet; a Google Earth-export hivatalos szövegei (EarthController::*) között nincs ilyen ""nincs helyadat"" eset — ez a mi saját visszajelzésünk."		
PicasaPy/ExportDialogs.qml	Preserves original image quality	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/label30.title	Preserves original image quality
PicasaPy/ExportDialogs.qml	Resize to:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/radio12.title	Resize to:
PicasaPy/ExportDialogs.qml	Smallest file size, some quality loss	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/label33.title	Smallest file size, some quality loss
PicasaPy/ExportDialogs.qml	Stamp photos with your name, a web domain, or a copyright notice.	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/label44.title	Stamp photos with your name, a web domain, or a copyright notice.
PicasaPy/ExportDialogs.qml	Use original size	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/radio11.title	Use original size
PicasaPy/ExportDialogs.qml	Very large file size, preserves fine detail	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/label32.title	Very large file size, preserves fine detail
PicasaPy/ExportDialogs.qml	Watermark:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/labelgroup39.title	Watermark:
PicasaPy/ExportDialogs.qml	pixels	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalos export.fen-fordítással.	export/label18.title	pixels
PicasaPy/FaceScanDialog.qml	As a second step PicasaPy can compare the faces it found and 	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Download the model	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Downloading the model...	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Find Faces	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
